,cantidad,nombre,categoria,precio,dia,dia_semana,mes
535,3,Hamburgesas congeladas,Congelados,7600,1,1,4
536,4,Pan frances,Panaderia,6500,1,1,4
537,4,Leche,Lacteos,9800,1,1,4
538,6,Cebolla,Frutas y Verduras,3400,1,1,4
539,6,Pizza congelada,Congelados,12400,2,2,4
540,3,Queso rallado,Lacteos,15400,2,2,4
541,3,Queso rallado,Lacteos,15400,2,2,4
542,5,Cebolla,Frutas y Verduras,3400,2,2,4
543,2,Pan frances,Panaderia,6500,2,2,4
544,5,Galletitas de agua,Galletitas y Snacks,4200,2,2,4
545,3,Pollo,Carniceria,14800,2,2,4
546,5,Manies,Galletitas y Snacks,4400,2,2,4
547,3,Empanadas,Congelados,10800,3,3,4
548,1,Zanahorias,Frutas y Verduras,2600,3,3,4
549,2,Cebolla,Frutas y Verduras,3400,3,3,4
550,6,Papas fritas,Congelados,6600,3,3,4
551,4,Queso cremoso,Lacteos,13800,3,3,4
552,5,Papas chips,Galletitas y Snacks,6800,3,3,4
553,5,Pan integral,Panaderia,10000,3,3,4
554,5,Bananas,Frutas y Verduras,5800,3,3,4
555,3,Milanesa,Carniceria,13000,3,3,4
556,5,Milanesa,Carniceria,13000,3,3,4
557,6,Agua mineral,Bebidas,5000,3,3,4
558,2,Pizza congelada,Congelados,12400,3,3,4
559,4,Agua mineral,Bebidas,5000,4,4,4
560,5,Manteca,Lacteos,4500,4,4,4
561,3,Manzanas,Frutas y Verduras,5200,4,4,4
562,5,Pan integral,Panaderia,10000,4,4,4
563,2,Pan integral,Panaderia,10000,4,4,4
564,6,Tortas,Panaderia,12200,4,4,4
565,3,Cebolla,Frutas y Verduras,3400,4,4,4
566,5,Queso cremoso,Lacteos,13800,4,4,4
567,4,Galletitas de chocolate,Galletitas y Snacks,5000,5,5,4
568,1,Tomates,Frutas y Verduras,5200,5,5,4
569,2,Queso cremoso,Lacteos,13800,5,5,4
570,3,Tortas,Panaderia,12200,5,5,4
571,6,Papas fritas,Congelados,6600,5,5,4
572,3,Galletitas de chocolate,Galletitas y Snacks,5000,5,5,4
573,1,Lechugas,Frutas y Verduras,3400,5,5,4
574,5,Manies,Galletitas y Snacks,4400,5,5,4
575,2,Garbanzos,Conservas,2900,6,6,4
576,3,Asado,Carniceria,22800,6,6,4
577,3,Vino tinto,Bebidas,10800,6,6,4
578,1,Galletitas de chocolate,Galletitas y Snacks,5000,6,6,4
579,5,Galletitas de chocolate,Galletitas y Snacks,5000,7,7,4
580,2,Pan frances,Panaderia,6500,7,7,4
581,1,Lentejas,Conservas,2600,7,7,4
582,5,Atun enlatado,Conservas,5000,7,7,4
583,4,Papas chips,Galletitas y Snacks,6800,7,7,4
584,6,Manzanas,Frutas y Verduras,5200,7,7,4
585,3,Manteca,Lacteos,4500,7,7,4
586,4,Manzanas,Frutas y Verduras,5200,8,1,4
587,1,Asado,Carniceria,22800,8,1,4
588,5,Empanadas,Congelados,10800,8,1,4
589,1,Chorizo,Carniceria,9000,8,1,4
590,6,Pan frances,Panaderia,6500,8,1,4
591,1,Pollo,Carniceria,14800,8,1,4
592,1,Empanadas,Congelados,10800,8,1,4
593,6,Pizza congelada,Congelados,12400,9,2,4
594,2,Facturas,Panaderia,9900,9,2,4
595,2,Milanesa,Carniceria,13000,9,2,4
596,2,Salchicha,Carniceria,9000,9,2,4
597,1,Pollo,Carniceria,14800,9,2,4
598,3,Costilla de cerdo,Carniceria,11400,9,2,4
599,4,Medialunas,Panaderia,2800,9,2,4
600,2,Arroz,Conservas,3400,9,2,4
601,1,Hamburgesas congeladas,Congelados,7600,10,3,4
602,6,Garbanzos,Conservas,2900,10,3,4
603,3,Leche,Lacteos,9800,10,3,4
604,5,Leche,Lacteos,9800,10,3,4
605,4,Lechugas,Frutas y Verduras,3400,10,3,4
606,4,Pan frances,Panaderia,6500,10,3,4
607,3,Hamburgesas congeladas,Congelados,7600,10,3,4
608,2,Papas fritas,Congelados,6600,10,3,4
609,6,Manzanas,Frutas y Verduras,5200,10,3,4
610,6,Cerveza,Bebidas,9200,11,4,4
611,3,Costilla de cerdo,Carniceria,11400,11,4,4
612,1,Hamburgesas congeladas,Congelados,7600,11,4,4
613,2,Pan frances,Panaderia,6500,11,4,4
614,4,Lentejas,Conservas,2600,11,4,4
615,3,Tomates,Frutas y Verduras,5200,11,4,4
616,4,Yogur,Lacteos,4200,12,5,4
617,4,Tomates,Frutas y Verduras,5200,12,5,4
618,2,Lechugas,Frutas y Verduras,3400,12,5,4
619,5,Empanadas,Congelados,10800,12,5,4
620,4,Salchicha,Carniceria,9000,12,5,4
621,3,Tortas,Panaderia,12200,12,5,4
622,4,Pollo,Carniceria,14800,12,5,4
623,5,Queso cremoso,Lacteos,13800,12,5,4
624,4,Agua mineral,Bebidas,5000,12,5,4
625,1,Manteca,Lacteos,4500,12,5,4
626,2,Agua mineral,Bebidas,5000,12,5,4
627,6,Yogur,Lacteos,4200,12,5,4
628,5,Hamburgesas congeladas,Congelados,7600,12,5,4
629,2,Hamburgesas congeladas,Congelados,7600,12,5,4
630,3,Papas fritas,Congelados,6600,13,6,4
631,1,Papas chips,Galletitas y Snacks,6800,13,6,4
632,5,Lechugas,Frutas y Verduras,3400,13,6,4
633,2,Cebolla,Frutas y Verduras,3400,13,6,4
634,5,Chorizo,Carniceria,9000,13,6,4
635,3,Tomates,Frutas y Verduras,5200,13,6,4
636,5,Pan frances,Panaderia,6500,13,6,4
637,2,Milanesa,Carniceria,13000,13,6,4
638,1,Empanadas,Congelados,10800,13,6,4
639,5,Queso cremoso,Lacteos,13800,14,7,4
640,2,Tomates,Frutas y Verduras,5200,14,7,4
641,2,Manteca,Lacteos,4500,14,7,4
642,3,Manzanas,Frutas y Verduras,5200,14,7,4
643,5,Zanahorias,Frutas y Verduras,2600,14,7,4
644,6,Tomates,Frutas y Verduras,5200,14,7,4
645,1,Galletitas de agua,Galletitas y Snacks,4200,14,7,4
646,2,Vino tinto,Bebidas,10800,14,7,4
647,2,Jugos de frutas,Bebidas,7600,14,7,4
648,4,Manies,Galletitas y Snacks,4400,15,1,4
649,3,Agua mineral,Bebidas,5000,15,1,4
650,5,Galletitas de chocolate,Galletitas y Snacks,5000,15,1,4
651,6,Lechugas,Frutas y Verduras,3400,15,1,4
652,1,Papas chips,Galletitas y Snacks,6800,15,1,4
653,6,Milanesa,Carniceria,13000,15,1,4
654,4,Queso rallado,Lacteos,15400,15,1,4
655,5,Zanahorias,Frutas y Verduras,2600,15,1,4
656,4,Garbanzos,Conservas,2900,15,1,4
657,6,Jugos de frutas,Bebidas,7600,15,1,4
658,4,Atun enlatado,Conservas,5000,16,2,4
659,5,Leche,Lacteos,9800,16,2,4
660,2,Galletitas de agua,Galletitas y Snacks,4200,16,2,4
661,4,Jugos de frutas,Bebidas,7600,16,2,4
662,3,Leche,Lacteos,9800,16,2,4
663,1,Queso cremoso,Lacteos,13800,16,2,4
664,5,Papas chips,Galletitas y Snacks,6800,16,2,4
665,4,Jugos de frutas,Bebidas,7600,16,2,4
666,5,Manies,Galletitas y Snacks,4400,16,2,4
667,2,Cebolla,Frutas y Verduras,3400,17,3,4
668,1,Cebolla,Frutas y Verduras,3400,17,3,4
669,1,Papas chips,Galletitas y Snacks,6800,17,3,4
670,6,Yogur,Lacteos,4200,17,3,4
671,3,Jugos de frutas,Bebidas,7600,18,4,4
672,4,Bananas,Frutas y Verduras,5800,18,4,4
673,1,Galletitas de agua,Galletitas y Snacks,4200,18,4,4
674,6,Empanadas,Congelados,10800,18,4,4
675,1,Bananas,Frutas y Verduras,5800,18,4,4
676,6,Milanesa,Carniceria,13000,18,4,4
677,6,Galletitas de agua,Galletitas y Snacks,4200,18,4,4
678,3,Cerveza,Bebidas,9200,18,4,4
679,6,Jugos de frutas,Bebidas,7600,18,4,4
680,2,Cebolla,Frutas y Verduras,3400,19,5,4
681,1,Queso cremoso,Lacteos,13800,19,5,4
682,6,Agua mineral,Bebidas,5000,19,5,4
683,4,Queso cremoso,Lacteos,13800,19,5,4
684,3,Lentejas,Conservas,2600,19,5,4
685,2,Queso rallado,Lacteos,15400,20,6,4
686,3,Cerveza,Bebidas,9200,20,6,4
687,3,Queso rallado,Lacteos,15400,20,6,4
688,6,Lechugas,Frutas y Verduras,3400,20,6,4
689,2,Vino tinto,Bebidas,10800,20,6,4
690,1,Papas fritas,Congelados,6600,20,6,4
691,2,Queso rallado,Lacteos,15400,20,6,4
692,5,Jugos de frutas,Bebidas,7600,20,6,4
693,5,Pan frances,Panaderia,6500,20,6,4
694,5,Manies,Galletitas y Snacks,4400,20,6,4
695,2,Atun enlatado,Conservas,5000,21,7,4
696,3,Galletitas de chocolate,Galletitas y Snacks,5000,21,7,4
697,1,Queso rallado,Lacteos,15400,21,7,4
698,2,Manzanas,Frutas y Verduras,5200,21,7,4
699,6,Manzanas,Frutas y Verduras,5200,21,7,4
700,4,Bananas,Frutas y Verduras,5800,21,7,4
701,1,Bananas,Frutas y Verduras,5800,21,7,4
702,4,Galletitas de chocolate,Galletitas y Snacks,5000,21,7,4
703,4,Garbanzos,Conservas,2900,21,7,4
704,3,Manteca,Lacteos,4500,21,7,4
705,1,Salchicha,Carniceria,9000,21,7,4
706,1,Tomates,Frutas y Verduras,5200,21,7,4
707,2,Vino tinto,Bebidas,10800,21,7,4
708,1,Empanadas,Congelados,10800,21,7,4
709,2,Papas fritas,Congelados,6600,21,7,4
710,2,Pan frances,Panaderia,6500,22,1,4
711,6,Galletitas de chocolate,Galletitas y Snacks,5000,22,1,4
712,6,Atun enlatado,Conservas,5000,22,1,4
713,1,Papas fritas,Congelados,6600,22,1,4
714,4,Arroz,Conservas,3400,22,1,4
715,5,Manteca,Lacteos,4500,22,1,4
716,3,Bananas,Frutas y Verduras,5800,22,1,4
717,2,Asado,Carniceria,22800,23,2,4
718,2,Galletitas de agua,Galletitas y Snacks,4200,23,2,4
719,2,Queso rallado,Lacteos,15400,23,2,4
720,1,Manteca,Lacteos,4500,23,2,4
721,1,Garbanzos,Conservas,2900,23,2,4
722,5,Atun enlatado,Conservas,5000,23,2,4
723,4,Garbanzos,Conservas,2900,23,2,4
724,4,Zanahorias,Frutas y Verduras,2600,24,3,4
725,1,Galletitas de agua,Galletitas y Snacks,4200,24,3,4
726,4,Manzanas,Frutas y Verduras,5200,24,3,4
727,2,Salchicha,Carniceria,9000,24,3,4
728,2,Papas fritas,Congelados,6600,24,3,4
729,4,Pan frances,Panaderia,6500,24,3,4
730,4,Manteca,Lacteos,4500,24,3,4
731,6,Galletitas de chocolate,Galletitas y Snacks,5000,24,3,4
732,6,Hamburgesas congeladas,Congelados,7600,25,4,4
733,1,Queso rallado,Lacteos,15400,25,4,4
734,2,Papas fritas,Congelados,6600,25,4,4
735,1,Leche,Lacteos,9800,25,4,4
736,3,Chorizo,Carniceria,9000,25,4,4
737,5,Cerveza,Bebidas,9200,25,4,4
738,2,Vino tinto,Bebidas,10800,25,4,4
739,5,Pan frances,Panaderia,6500,25,4,4
740,2,Empanadas,Congelados,10800,25,4,4
741,6,Pollo,Carniceria,14800,25,4,4
742,6,Empanadas,Congelados,10800,25,4,4
743,4,Tortas,Panaderia,12200,25,4,4
744,4,Manzanas,Frutas y Verduras,5200,25,4,4
745,6,Milanesa,Carniceria,13000,26,5,4
746,2,Agua mineral,Bebidas,5000,26,5,4
747,5,Hamburgesas congeladas,Congelados,7600,26,5,4
748,1,Manies,Galletitas y Snacks,4400,26,5,4
749,2,Yogur,Lacteos,4200,26,5,4
750,5,Costilla de cerdo,Carniceria,11400,26,5,4
751,2,Pan frances,Panaderia,6500,26,5,4
752,1,Lentejas,Conservas,2600,26,5,4
753,5,Pizza congelada,Congelados,12400,26,5,4
754,4,Facturas,Panaderia,9900,27,6,4
755,2,Manzanas,Frutas y Verduras,5200,27,6,4
756,3,Lechugas,Frutas y Verduras,3400,27,6,4
757,6,Zanahorias,Frutas y Verduras,2600,27,6,4
758,5,Milanesa,Carniceria,13000,27,6,4
759,1,Empanadas,Congelados,10800,27,6,4
760,6,Atun enlatado,Conservas,5000,27,6,4
761,4,Cebolla,Frutas y Verduras,3400,27,6,4
762,5,Costilla de cerdo,Carniceria,11400,27,6,4
763,6,Manteca,Lacteos,4500,28,7,4
764,4,Leche,Lacteos,9800,28,7,4
765,4,Papas chips,Galletitas y Snacks,6800,28,7,4
766,2,Zanahorias,Frutas y Verduras,2600,28,7,4
767,1,Arroz,Conservas,3400,28,7,4
768,4,Garbanzos,Conservas,2900,28,7,4
769,1,Yogur,Lacteos,4200,28,7,4
770,4,Papas chips,Galletitas y Snacks,6800,28,7,4
771,6,Queso rallado,Lacteos,15400,28,7,4
772,4,Manzanas,Frutas y Verduras,5200,29,1,4
773,6,Atun enlatado,Conservas,5000,29,1,4
774,6,Leche,Lacteos,9800,29,1,4
775,4,Salchicha,Carniceria,9000,29,1,4
776,5,Queso rallado,Lacteos,15400,29,1,4
777,6,Asado,Carniceria,22800,29,1,4
778,4,Leche,Lacteos,9800,29,1,4
779,4,Tomates,Frutas y Verduras,5200,29,1,4
780,1,Pan frances,Panaderia,6500,29,1,4
781,6,Chorizo,Carniceria,9000,29,1,4
782,3,Salchicha,Carniceria,9000,29,1,4
783,4,Costilla de cerdo,Carniceria,11400,30,2,4
784,1,Bananas,Frutas y Verduras,5800,30,2,4
785,6,Pollo,Carniceria,14800,30,2,4
786,2,Asado,Carniceria,22800,30,2,4
787,2,Asado,Carniceria,22800,30,2,4
788,4,Tomates,Frutas y Verduras,5200,30,2,4
789,1,Zanahorias,Frutas y Verduras,2600,30,2,4
790,6,Tortas,Panaderia,12200,30,2,4
791,4,Chorizo,Carniceria,9000,30,2,4
792,2,Yogur,Lacteos,4200,1,3,5
793,2,Leche,Lacteos,9800,1,3,5
794,6,Garbanzos,Conservas,2900,1,3,5
795,6,Pizza congelada,Congelados,12400,1,3,5
796,2,Pan frances,Panaderia,6500,1,3,5
797,3,Arroz,Conservas,3400,1,3,5
798,6,Manzanas,Frutas y Verduras,5200,1,3,5
799,5,Pan integral,Panaderia,10000,1,3,5
800,5,Milanesa,Carniceria,13000,1,3,5
801,4,Empanadas,Congelados,10800,2,4,5
802,6,Papas fritas,Congelados,6600,2,4,5
803,5,Queso cremoso,Lacteos,13800,2,4,5
804,3,Medialunas,Panaderia,2800,2,4,5
805,1,Papas chips,Galletitas y Snacks,6800,2,4,5
806,2,Pan frances,Panaderia,6500,2,4,5
807,1,Manies,Galletitas y Snacks,4400,2,4,5
808,1,Manteca,Lacteos,4500,2,4,5
809,5,Galletitas de agua,Galletitas y Snacks,4200,2,4,5
810,5,Lechugas,Frutas y Verduras,3400,3,5,5
811,6,Milanesa,Carniceria,13000,3,5,5
812,4,Papas chips,Galletitas y Snacks,6800,3,5,5
813,4,Manzanas,Frutas y Verduras,5200,3,5,5
814,5,Agua mineral,Bebidas,5000,3,5,5
815,3,Milanesa,Carniceria,13000,3,5,5
816,2,Leche,Lacteos,9800,3,5,5
817,2,Garbanzos,Conservas,2900,3,5,5
818,5,Leche,Lacteos,9800,3,5,5
819,3,Manzanas,Frutas y Verduras,5200,3,5,5
820,3,Manzanas,Frutas y Verduras,5200,4,6,5
821,2,Yogur,Lacteos,4200,4,6,5
822,6,Queso rallado,Lacteos,15400,4,6,5
823,6,Milanesa,Carniceria,13000,4,6,5
824,5,Queso cremoso,Lacteos,13800,4,6,5
825,4,Leche,Lacteos,9800,4,6,5
826,2,Medialunas,Panaderia,2800,4,6,5
827,6,Empanadas,Congelados,10800,4,6,5
828,1,Yogur,Lacteos,4200,5,7,5
829,4,Costilla de cerdo,Carniceria,11400,5,7,5
830,2,Papas chips,Galletitas y Snacks,6800,5,7,5
831,5,Garbanzos,Conservas,2900,5,7,5
832,1,Vino tinto,Bebidas,10800,5,7,5
833,3,Arroz,Conservas,3400,5,7,5
834,6,Yogur,Lacteos,4200,5,7,5
835,2,Pizza congelada,Congelados,12400,5,7,5
836,4,Agua mineral,Bebidas,5000,6,1,5
837,3,Manies,Galletitas y Snacks,4400,6,1,5
838,2,Manteca,Lacteos,4500,6,1,5
839,1,Arroz,Conservas,3400,6,1,5
840,1,Tortas,Panaderia,12200,6,1,5
841,5,Galletitas de agua,Galletitas y Snacks,4200,6,1,5
842,5,Pan integral,Panaderia,10000,6,1,5
843,1,Garbanzos,Conservas,2900,6,1,5
844,4,Hamburgesas congeladas,Congelados,7600,6,1,5
845,3,Cerveza,Bebidas,9200,7,2,5
846,1,Tortas,Panaderia,12200,7,2,5
847,1,Milanesa,Carniceria,13000,7,2,5
848,3,Milanesa,Carniceria,13000,7,2,5
849,4,Yogur,Lacteos,4200,7,2,5
850,6,Vino tinto,Bebidas,10800,7,2,5
851,5,Cerveza,Bebidas,9200,7,2,5
852,6,Pan frances,Panaderia,6500,7,2,5
853,4,Papas chips,Galletitas y Snacks,6800,7,2,5
854,5,Papas fritas,Congelados,6600,8,3,5
855,2,Chorizo,Carniceria,9000,8,3,5
856,6,Tortas,Panaderia,12200,8,3,5
857,6,Cerveza,Bebidas,9200,8,3,5
858,1,Galletitas de agua,Galletitas y Snacks,4200,8,3,5
859,4,Zanahorias,Frutas y Verduras,2600,8,3,5
860,5,Arroz,Conservas,3400,8,3,5
861,4,Hamburgesas congeladas,Congelados,7600,9,4,5
862,6,Empanadas,Congelados,10800,9,4,5
863,5,Vino tinto,Bebidas,10800,9,4,5
864,5,Galletitas de chocolate,Galletitas y Snacks,5000,9,4,5
865,5,Asado,Carniceria,22800,9,4,5
866,3,Tortas,Panaderia,12200,10,5,5
867,2,Pan integral,Panaderia,10000,10,5,5
868,1,Queso cremoso,Lacteos,13800,10,5,5
869,2,Salchicha,Carniceria,9000,10,5,5
870,4,Chorizo,Carniceria,9000,10,5,5
871,1,Asado,Carniceria,22800,10,5,5
872,4,Costilla de cerdo,Carniceria,11400,10,5,5
873,4,Milanesa,Carniceria,13000,10,5,5
874,4,Pan integral,Panaderia,10000,10,5,5
875,6,Agua mineral,Bebidas,5000,10,5,5
876,2,Garbanzos,Conservas,2900,10,5,5
877,1,Queso rallado,Lacteos,15400,10,5,5
878,3,Hamburgesas congeladas,Congelados,7600,10,5,5
879,3,Jugos de frutas,Bebidas,7600,10,5,5
880,2,Bananas,Frutas y Verduras,5800,10,5,5
881,2,Atun enlatado,Conservas,5000,10,5,5
882,1,Papas chips,Galletitas y Snacks,6800,11,6,5
883,2,Milanesa,Carniceria,13000,11,6,5
884,1,Empanadas,Congelados,10800,11,6,5
885,3,Agua mineral,Bebidas,5000,11,6,5
886,1,Papas fritas,Congelados,6600,11,6,5
887,5,Queso rallado,Lacteos,15400,11,6,5
888,4,Medialunas,Panaderia,2800,11,6,5
889,5,Bananas,Frutas y Verduras,5800,11,6,5
890,6,Queso cremoso,Lacteos,13800,11,6,5
891,2,Queso cremoso,Lacteos,13800,11,6,5
892,5,Costilla de cerdo,Carniceria,11400,11,6,5
893,3,Agua mineral,Bebidas,5000,11,6,5
894,3,Agua mineral,Bebidas,5000,11,6,5
895,3,Hamburgesas congeladas,Congelados,7600,12,7,5
896,3,Manies,Galletitas y Snacks,4400,12,7,5
897,1,Salchicha,Carniceria,9000,12,7,5
898,3,Manteca,Lacteos,4500,12,7,5
899,5,Bananas,Frutas y Verduras,5800,12,7,5
900,4,Manzanas,Frutas y Verduras,5200,12,7,5
901,6,Galletitas de chocolate,Galletitas y Snacks,5000,12,7,5
902,6,Pan frances,Panaderia,6500,12,7,5
903,4,Manies,Galletitas y Snacks,4400,13,1,5
904,3,Hamburgesas congeladas,Congelados,7600,13,1,5
905,6,Garbanzos,Conservas,2900,13,1,5
906,3,Agua mineral,Bebidas,5000,13,1,5
907,3,Galletitas de agua,Galletitas y Snacks,4200,13,1,5
908,3,Vino tinto,Bebidas,10800,13,1,5
909,1,Asado,Carniceria,22800,13,1,5
910,2,Queso cremoso,Lacteos,13800,13,1,5
911,6,Asado,Carniceria,22800,13,1,5
912,5,Lentejas,Conservas,2600,14,2,5
913,1,Jugos de frutas,Bebidas,7600,14,2,5
914,1,Pollo,Carniceria,14800,14,2,5
915,4,Garbanzos,Conservas,2900,14,2,5
916,6,Garbanzos,Conservas,2900,14,2,5
917,2,Galletitas de agua,Galletitas y Snacks,4200,14,2,5
918,3,Galletitas de chocolate,Galletitas y Snacks,5000,14,2,5
919,5,Pan frances,Panaderia,6500,14,2,5
920,2,Milanesa,Carniceria,13000,14,2,5
921,4,Hamburgesas congeladas,Congelados,7600,14,2,5
922,4,Zanahorias,Frutas y Verduras,2600,14,2,5
923,5,Atun enlatado,Conservas,5000,15,3,5
924,2,Cerveza,Bebidas,9200,15,3,5
925,1,Pollo,Carniceria,14800,15,3,5
926,5,Jugos de frutas,Bebidas,7600,15,3,5
927,2,Manteca,Lacteos,4500,15,3,5
928,1,Garbanzos,Conservas,2900,15,3,5
929,3,Pollo,Carniceria,14800,15,3,5
930,3,Lechugas,Frutas y Verduras,3400,16,4,5
931,1,Papas fritas,Congelados,6600,16,4,5
932,2,Tomates,Frutas y Verduras,5200,16,4,5
933,6,Salchicha,Carniceria,9000,16,4,5
934,3,Hamburgesas congeladas,Congelados,7600,16,4,5
935,3,Cerveza,Bebidas,9200,16,4,5
936,6,Lechugas,Frutas y Verduras,3400,16,4,5
937,6,Zanahorias,Frutas y Verduras,2600,16,4,5
938,1,Yogur,Lacteos,4200,16,4,5
939,4,Chorizo,Carniceria,9000,17,5,5
940,1,Jugos de frutas,Bebidas,7600,17,5,5
941,5,Milanesa,Carniceria,13000,17,5,5
942,5,Papas chips,Galletitas y Snacks,6800,17,5,5
943,2,Queso rallado,Lacteos,15400,17,5,5
944,1,Pan frances,Panaderia,6500,17,5,5
945,2,Lechugas,Frutas y Verduras,3400,17,5,5
946,2,Pizza congelada,Congelados,12400,17,5,5
947,6,Jugos de frutas,Bebidas,7600,18,6,5
948,4,Asado,Carniceria,22800,18,6,5
949,3,Cerveza,Bebidas,9200,18,6,5
950,3,Garbanzos,Conservas,2900,18,6,5
951,1,Tortas,Panaderia,12200,18,6,5
952,6,Manteca,Lacteos,4500,19,7,5
953,1,Yogur,Lacteos,4200,19,7,5
954,1,Medialunas,Panaderia,2800,19,7,5
955,1,Manies,Galletitas y Snacks,4400,19,7,5
956,2,Cerveza,Bebidas,9200,19,7,5
957,5,Hamburgesas congeladas,Congelados,7600,19,7,5
958,1,Manzanas,Frutas y Verduras,5200,19,7,5
959,1,Lechugas,Frutas y Verduras,3400,19,7,5
960,3,Pizza congelada,Congelados,12400,20,1,5
961,6,Chorizo,Carniceria,9000,20,1,5
962,1,Tortas,Panaderia,12200,20,1,5
963,1,Atun enlatado,Conservas,5000,20,1,5
964,1,Galletitas de agua,Galletitas y Snacks,4200,20,1,5
965,6,Facturas,Panaderia,9900,20,1,5
966,1,Queso rallado,Lacteos,15400,20,1,5
967,4,Costilla de cerdo,Carniceria,11400,20,1,5
968,3,Lentejas,Conservas,2600,20,1,5
969,2,Papas fritas,Congelados,6600,20,1,5
970,1,Medialunas,Panaderia,2800,20,1,5
971,5,Manteca,Lacteos,4500,21,2,5
972,1,Papas fritas,Congelados,6600,21,2,5
973,3,Costilla de cerdo,Carniceria,11400,21,2,5
974,3,Yogur,Lacteos,4200,21,2,5
975,3,Empanadas,Congelados,10800,21,2,5
976,5,Hamburgesas congeladas,Congelados,7600,21,2,5
977,5,Galletitas de chocolate,Galletitas y Snacks,5000,21,2,5
978,5,Vino tinto,Bebidas,10800,21,2,5
979,3,Manteca,Lacteos,4500,22,3,5
980,2,Pan integral,Panaderia,10000,22,3,5
981,1,Leche,Lacteos,9800,22,3,5
982,3,Zanahorias,Frutas y Verduras,2600,22,3,5
983,6,Manteca,Lacteos,4500,22,3,5
984,6,Agua mineral,Bebidas,5000,22,3,5
985,2,Bananas,Frutas y Verduras,5800,23,4,5
986,4,Cebolla,Frutas y Verduras,3400,23,4,5
987,4,Pan frances,Panaderia,6500,23,4,5
988,4,Vino tinto,Bebidas,10800,23,4,5
989,1,Facturas,Panaderia,9900,23,4,5
990,1,Cerveza,Bebidas,9200,23,4,5
991,2,Galletitas de agua,Galletitas y Snacks,4200,23,4,5
992,3,Empanadas,Congelados,10800,23,4,5
993,3,Zanahorias,Frutas y Verduras,2600,23,4,5
994,4,Cerveza,Bebidas,9200,23,4,5
995,6,Pan integral,Panaderia,10000,23,4,5
996,6,Medialunas,Panaderia,2800,23,4,5
997,4,Yogur,Lacteos,4200,24,5,5
998,5,Manteca,Lacteos,4500,24,5,5
999,6,Milanesa,Carniceria,13000,24,5,5
1000,4,Jugos de frutas,Bebidas,7600,24,5,5
1001,4,Pollo,Carniceria,14800,24,5,5
1002,5,Hamburgesas congeladas,Congelados,7600,24,5,5
1003,3,Tomates,Frutas y Verduras,5200,24,5,5
1004,3,Lentejas,Conservas,2600,24,5,5
1005,5,Tortas,Panaderia,12200,24,5,5
1006,5,Garbanzos,Conservas,2900,24,5,5
1007,1,Vino tinto,Bebidas,10800,25,6,5
1008,6,Costilla de cerdo,Carniceria,11400,25,6,5
1009,2,Facturas,Panaderia,9900,25,6,5
1010,5,Cebolla,Frutas y Verduras,3400,25,6,5
1011,4,Pizza congelada,Congelados,12400,25,6,5
1012,6,Chorizo,Carniceria,9000,25,6,5
1013,6,Salchicha,Carniceria,9000,25,6,5
1014,6,Manies,Galletitas y Snacks,4400,25,6,5
1015,1,Papas fritas,Congelados,6600,26,7,5
1016,6,Queso rallado,Lacteos,15400,26,7,5
1017,4,Galletitas de chocolate,Galletitas y Snacks,5000,26,7,5
1018,3,Manteca,Lacteos,4500,26,7,5
1019,1,Cebolla,Frutas y Verduras,3400,26,7,5
1020,6,Manteca,Lacteos,4500,26,7,5
1021,3,Manteca,Lacteos,4500,26,7,5
1022,5,Papas fritas,Congelados,6600,26,7,5
1023,2,Atun enlatado,Conservas,5000,26,7,5
1024,4,Papas chips,Galletitas y Snacks,6800,27,1,5
1025,1,Lechugas,Frutas y Verduras,3400,27,1,5
1026,1,Tortas,Panaderia,12200,27,1,5
1027,2,Tomates,Frutas y Verduras,5200,27,1,5
1028,3,Arroz,Conservas,3400,27,1,5
1029,3,Milanesa,Carniceria,13000,27,1,5
1030,2,Galletitas de agua,Galletitas y Snacks,4200,27,1,5
1031,1,Yogur,Lacteos,4200,27,1,5
1032,3,Manzanas,Frutas y Verduras,5200,27,1,5
1033,2,Vino tinto,Bebidas,10800,27,1,5
1034,3,Pollo,Carniceria,14800,27,1,5
1035,4,Pan frances,Panaderia,6500,28,2,5
1036,5,Cerveza,Bebidas,9200,28,2,5
1037,3,Manzanas,Frutas y Verduras,5200,28,2,5
1038,5,Pizza congelada,Congelados,12400,28,2,5
1039,2,Queso cremoso,Lacteos,13800,28,2,5
1040,4,Arroz,Conservas,3400,28,2,5
1041,1,Atun enlatado,Conservas,5000,28,2,5
1042,5,Vino tinto,Bebidas,10800,29,3,5
1043,5,Hamburgesas congeladas,Congelados,7600,29,3,5
1044,5,Atun enlatado,Conservas,5000,29,3,5
1045,3,Manzanas,Frutas y Verduras,5200,29,3,5
1046,2,Jugos de frutas,Bebidas,7600,29,3,5
1047,6,Hamburgesas congeladas,Congelados,7600,29,3,5
1048,2,Hamburgesas congeladas,Congelados,7600,29,3,5
1049,5,Medialunas,Panaderia,2800,29,3,5
1050,5,Agua mineral,Bebidas,5000,30,4,5
1051,5,Jugos de frutas,Bebidas,7600,30,4,5
1052,1,Hamburgesas congeladas,Congelados,7600,30,4,5
1053,2,Costilla de cerdo,Carniceria,11400,30,4,5
1054,6,Galletitas de chocolate,Galletitas y Snacks,5000,30,4,5
1055,4,Agua mineral,Bebidas,5000,30,4,5
1056,2,Manteca,Lacteos,4500,30,4,5
1057,4,Milanesa,Carniceria,13000,30,4,5
