,ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Método_Pago,Estado
580,10,06/04/2024,232,37,2,3,Completa
581,1068,6/4/2024,318,6,3,5,Completa
582,1960,6/4/2024,266,30,3,5,Completa
583,2718,6/4/2024,157,32,1,5,Completa
584,395,07/04/2024,75,32,5,5,Completa
585,453,07/04/2024,75,12,2,4,Completa
586,657,07/04/2024,57,36,1,4,Completa
587,1220,7/4/2024,224,38,5,3,Completa
588,2084,7/4/2024,138,33,4,3,Completa
589,2726,7/4/2024,166,17,6,4,Completa
590,2731,7/4/2024,132,5,3,1,Pendiente
591,108,08/04/2024,153,17,4,4,Completa
592,581,08/04/2024,297,6,1,3,Pendiente
593,1470,8/4/2024,38,24,5,5,Completa
594,1834,8/4/2024,141,7,1,5,Completa
595,1840,8/4/2024,241,12,6,3,Completa
596,2140,8/4/2024,174,9,1,4,Completa
597,2885,8/4/2024,245,24,1,2,Completa
598,80,09/04/2024,313,25,6,3,Completa
599,600,09/04/2024,142,14,2,4,Completa
600,962,09/04/2024,275,8,2,4,Completa
601,1331,9/4/2024,51,11,2,4,Completa
602,1474,9/4/2024,321,9,1,4,Completa
603,2341,9/4/2024,23,10,3,5,Completa
604,2716,9/4/2024,162,15,4,3,Completa
605,2920,9/4/2024,207,35,2,3,Completa
606,102,10/04/2024,282,26,1,3,Completa
607,239,10/04/2024,197,37,6,5,Completa
608,532,10/04/2024,233,1,3,1,Completa
609,1046,10/4/2024,288,1,5,3,Completa
610,1612,10/4/2024,68,20,4,4,Pendiente
611,1904,10/4/2024,231,12,4,4,Completa
612,2490,10/4/2024,162,26,3,5,Completa
613,2758,10/4/2024,273,23,2,4,Completa
614,2785,10/4/2024,191,17,6,5,Completa
615,354,11/04/2024,195,29,6,1,Completa
616,677,11/04/2024,291,10,3,5,Completa
617,873,11/04/2024,72,26,1,4,Completa
618,1110,11/4/2024,284,12,2,4,Completa
619,2469,11/4/2024,79,36,4,5,Pendiente
620,2561,11/4/2024,133,19,3,1,Completa
621,677,11/04/2024,291,10,3,5,Completa
622,379,12/04/2024,67,2,4,1,Completa
623,831,12/04/2024,94,19,4,3,Pendiente
624,1143,12/4/2024,266,20,2,5,Completa
625,1149,12/4/2024,272,24,5,5,Completa
626,1157,12/4/2024,90,11,4,3,Completa
627,1299,12/4/2024,223,16,3,3,Completa
628,1647,12/4/2024,74,9,4,4,Completa
629,1698,12/4/2024,272,3,5,5,Completa
630,1915,12/4/2024,21,27,4,4,Completa
631,2137,12/4/2024,202,5,1,4,Completa
632,2229,12/4/2024,312,27,2,1,Completa
633,2306,12/4/2024,242,2,6,3,Completa
634,2497,12/4/2024,105,26,5,4,Completa
635,2581,12/4/2024,260,26,2,4,Completa
636,328,13/04/2024,167,23,3,3,Pendiente
637,788,13/04/2024,52,33,1,2,Completa
638,1574,13/4/2024,204,20,5,4,Completa
639,1899,13/4/2024,176,22,2,5,Completa
640,2138,13/4/2024,281,7,5,2,Completa
641,2159,13/4/2024,288,19,3,1,Completa
642,2395,13/4/2024,248,12,5,3,Completa
643,2403,13/4/2024,15,8,2,4,Completa
644,2458,13/4/2024,105,24,1,4,Pendiente
645,248,14/04/2024,132,3,5,5,Pendiente
646,340,14/04/2024,271,19,2,3,Pendiente
647,371,14/04/2024,105,5,2,4,Completa
648,708,14/04/2024,164,17,3,1,Completa
649,864,14/04/2024,190,21,5,4,Completa
650,1868,14/4/2024,234,19,6,1,Pendiente
651,1922,14/4/2024,269,31,1,5,Pendiente
652,2051,14/4/2024,165,30,2,5,Completa
653,2838,14/4/2024,41,28,2,3,Completa
654,15,15/04/2024,219,34,4,3,Completa
655,82,15/04/2024,246,27,3,4,Completa
656,194,15/04/2024,45,32,5,5,Pendiente
657,361,15/04/2024,226,20,6,5,Completa
658,431,15/04/2024,231,33,1,2,Completa
659,651,15/04/2024,150,8,6,3,Completa
660,1001,15/4/2024,325,4,4,4,Completa
661,1286,15/4/2024,110,21,5,5,Pendiente
662,1498,15/4/2024,216,37,4,3,Completa
663,2949,15/4/2024,24,28,6,4,Completa
664,399,16/04/2024,115,38,4,4,Completa
665,807,16/04/2024,181,1,5,3,Completa
666,976,16/04/2024,110,31,2,4,Completa
667,1258,16/4/2024,48,28,4,1,Completa
668,1307,16/4/2024,46,1,3,5,Completa
669,1319,16/4/2024,28,3,1,4,Completa
670,1717,16/4/2024,171,33,5,5,Completa
671,2162,16/4/2024,304,28,4,4,Pendiente
672,2407,16/4/2024,209,34,5,3,Completa
673,547,17/04/2024,69,22,2,4,Pendiente
674,1177,17/4/2024,192,22,1,4,Completa
675,2368,17/4/2024,245,33,1,4,Completa
676,2962,17/4/2024,314,2,6,3,Pendiente
677,421,18/04/2024,86,28,3,4,Pendiente
678,1107,18/4/2024,223,18,4,4,Pendiente
679,1282,18/4/2024,280,31,1,2,Completa
680,1325,18/4/2024,89,24,6,1,Completa
681,1379,18/4/2024,301,18,1,3,Completa
682,1951,18/4/2024,212,8,6,1,Completa
683,2632,18/4/2024,53,31,6,3,Completa
684,2661,18/4/2024,121,29,3,2,Completa
685,2777,18/4/2024,24,28,6,4,Completa
686,1320,19/4/2024,324,22,2,4,Pendiente
687,2081,19/4/2024,206,3,1,1,Completa
688,2087,19/4/2024,103,27,6,3,Completa
689,2149,19/4/2024,82,3,4,4,Completa
690,2666,19/4/2024,12,36,3,3,Completa
691,724,20/04/2024,298,4,2,2,Completa
692,800,20/04/2024,56,29,3,3,Completa
693,1575,20/4/2024,66,4,3,4,Completa
694,1605,20/4/2024,180,20,6,2,Pendiente
695,1707,20/4/2024,223,30,2,5,Completa
696,2092,20/4/2024,272,23,1,3,Completa
697,2205,20/4/2024,233,4,2,4,Completa
698,2434,20/4/2024,211,28,5,3,Pendiente
699,2596,20/4/2024,287,12,5,1,Completa
700,2635,20/4/2024,263,34,5,1,Completa
701,135,21/04/2024,254,38,2,5,Completa
702,259,21/04/2024,288,32,3,2,Completa
703,598,21/04/2024,186,4,1,1,Completa
704,1026,21/4/2024,131,17,2,4,Pendiente
705,1194,21/4/2024,237,17,6,4,Completa
706,1456,21/4/2024,271,18,4,1,Completa
707,1638,21/4/2024,151,18,1,4,Completa
708,1714,21/4/2024,242,32,4,5,Completa
709,1894,21/4/2024,1,37,4,4,Completa
710,2055,21/4/2024,186,5,3,5,Completa
711,2066,21/4/2024,288,11,1,4,Completa
712,2356,21/4/2024,139,19,1,4,Completa
713,2426,21/4/2024,75,30,2,4,Completa
714,2499,21/4/2024,310,24,1,3,Pendiente
715,2827,21/4/2024,305,23,2,5,Completa
716,523,22/04/2024,107,12,2,1,Completa
717,806,22/04/2024,225,32,6,2,Completa
718,1074,22/4/2024,320,38,6,3,Completa
719,1406,22/4/2024,100,23,1,3,Completa
720,1806,22/4/2024,233,35,4,2,Completa
721,1853,22/4/2024,273,5,5,4,Completa
722,2925,22/4/2024,209,18,3,2,Completa
723,61,23/04/2024,319,6,2,1,Completa
724,849,23/04/2024,177,31,2,5,Completa
725,1254,23/4/2024,294,4,2,4,Completa
726,1677,23/4/2024,122,5,1,2,Pendiente
727,1686,23/4/2024,73,37,1,4,Completa
728,1732,23/4/2024,215,38,5,4,Completa
729,1800,23/4/2024,313,37,4,5,Pendiente
730,119,24/04/2024,55,21,4,5,Completa
731,909,24/04/2024,287,31,1,1,Completa
732,1460,24/4/2024,40,17,4,3,Completa
733,1783,24/4/2024,301,11,2,4,Completa
734,1996,24/4/2024,117,23,2,3,Completa
735,2145,24/4/2024,38,12,4,2,Completa
736,2584,24/4/2024,141,5,4,4,Completa
737,2645,24/4/2024,182,32,6,5,Completa
738,87,25/04/2024,152,26,6,5,Completa
739,251,25/04/2024,158,4,1,4,Completa
740,751,25/04/2024,259,23,2,1,Pendiente
741,792,25/04/2024,130,1,1,1,Completa
742,952,25/04/2024,207,7,3,3,Completa
743,1060,25/4/2024,56,29,5,3,Completa
744,1088,25/4/2024,274,30,2,2,Completa
745,1657,25/4/2024,298,12,5,1,Completa
746,1900,25/4/2024,222,24,2,3,Completa
747,2184,25/4/2024,68,9,6,5,Completa
748,2269,25/4/2024,13,24,6,1,Completa
749,2615,25/4/2024,277,16,4,5,Completa
750,2974,25/4/2024,315,17,4,3,Completa
751,617,26/04/2024,313,8,6,1,Completa
752,763,26/04/2024,254,27,2,3,Completa
753,826,26/04/2024,137,26,5,4,Completa
754,1616,26/4/2024,144,34,1,1,Completa
755,1621,26/4/2024,193,2,2,1,Completa
756,1733,26/4/2024,185,10,5,5,Completa
757,2117,26/4/2024,82,12,2,5,Completa
758,2554,26/4/2024,306,36,1,4,Completa
759,2741,26/4/2024,48,25,5,5,Completa
760,842,27/04/2024,307,14,4,4,Completa
761,889,27/04/2024,51,17,2,5,Completa
762,1128,27/4/2024,59,20,3,5,Completa
763,1266,27/4/2024,70,21,6,4,Completa
764,1505,27/4/2024,13,8,5,4,Completa
765,1572,27/4/2024,314,24,1,4,Completa
766,2169,27/4/2024,284,38,6,4,Completa
767,2245,27/4/2024,167,22,4,3,Completa
768,2281,27/4/2024,283,10,5,4,Pendiente
769,592,28/04/2024,102,5,6,5,Pendiente
770,858,28/04/2024,67,1,4,3,Pendiente
771,1689,28/4/2024,28,33,4,1,Completa
772,1988,28/4/2024,114,21,2,5,Completa
773,2128,28/4/2024,314,35,1,1,Pendiente
774,2539,28/4/2024,135,37,4,3,Completa
775,2799,28/4/2024,217,2,1,5,Pendiente
776,2851,28/4/2024,316,33,4,1,Completa
777,2957,28/4/2024,249,4,6,1,Completa
778,217,29/04/2024,100,17,4,5,Completa
779,1114,29/4/2024,47,38,6,4,Completa
780,1115,29/4/2024,159,1,6,2,Completa
781,1207,29/4/2024,159,11,4,4,Completa
782,1211,29/4/2024,104,4,5,5,Completa
783,1552,29/4/2024,21,6,6,1,Completa
784,1889,29/4/2024,237,1,4,1,Completa
785,1952,29/4/2024,190,19,4,5,Pendiente
786,2105,29/4/2024,85,12,1,3,Pendiente
787,2786,29/4/2024,106,7,6,1,Completa
788,2999,29/4/2024,320,11,3,4,Completa
789,353,30/04/2024,181,10,4,5,Completa
790,625,30/04/2024,11,18,1,2,Completa
791,898,30/04/2024,179,9,6,4,Completa
792,1127,30/4/2024,136,6,2,4,Completa
793,1238,30/4/2024,254,6,2,1,Pendiente
794,1652,30/4/2024,106,19,4,3,Completa
795,2222,30/4/2024,163,21,1,3,Completa
796,2402,30/4/2024,90,16,6,2,Completa
797,2495,30/4/2024,299,7,4,4,Completa
798,419,01/05/2024,149,2,2,3,Completa
799,659,01/05/2024,213,1,2,3,Completa
800,1237,1/5/2024,247,37,6,4,Completa
801,1247,1/5/2024,87,25,6,1,Completa
802,1472,1/5/2024,1,12,2,3,Completa
803,1961,1/5/2024,177,35,3,5,Completa
804,1986,1/5/2024,278,17,6,5,Completa
805,2659,1/5/2024,274,13,5,4,Completa
806,2890,1/5/2024,156,8,5,4,Completa
807,169,02/05/2024,279,24,4,2,Completa
808,287,02/05/2024,70,23,6,2,Completa
809,692,02/05/2024,303,3,5,5,Completa
810,1609,2/5/2024,286,15,3,2,Completa
811,1926,2/5/2024,55,33,1,4,Completa
812,2810,2/5/2024,314,12,2,1,Pendiente
813,2826,2/5/2024,323,34,1,5,Completa
814,2883,2/5/2024,251,5,1,5,Completa
815,2938,2/5/2024,12,31,5,4,Completa
816,692,02/05/2024,303,3,5,5,Completa
817,60,03/05/2024,53,20,5,3,Completa
818,270,03/05/2024,326,8,6,5,Pendiente
819,472,03/05/2024,123,33,4,3,Completa
820,1274,3/5/2024,187,17,4,1,Completa
821,1655,3/5/2024,293,27,5,4,Completa
822,1774,3/5/2024,232,8,3,4,Completa
823,2109,3/5/2024,284,1,2,1,Completa
824,2388,3/5/2024,128,37,2,5,Completa
825,2898,3/5/2024,188,1,5,4,Completa
826,2943,3/5/2024,181,17,3,1,Completa
827,103,04/05/2024,98,17,3,5,Completa
828,238,04/05/2024,25,2,2,3,Completa
829,727,04/05/2024,241,4,6,3,Completa
830,766,04/05/2024,166,8,6,3,Pendiente
831,1613,4/5/2024,12,3,5,1,Completa
832,1743,4/5/2024,9,1,4,4,Completa
833,2146,4/5/2024,278,15,2,4,Completa
834,2605,4/5/2024,210,24,6,5,Completa
835,174,05/05/2024,264,2,1,3,Completa
836,1738,5/5/2024,198,10,4,4,Completa
837,2313,5/5/2024,122,33,2,3,Completa
838,2473,5/5/2024,181,37,5,4,Completa
839,2544,5/5/2024,34,30,1,1,Completa
840,2840,5/5/2024,289,35,3,4,Completa
841,2924,5/5/2024,158,2,6,1,Completa
842,2997,5/5/2024,178,25,2,5,Completa
843,455,06/05/2024,4,27,4,3,Completa
844,614,06/05/2024,245,34,3,5,Completa
845,815,06/05/2024,186,5,2,4,Completa
846,1424,6/5/2024,174,35,1,5,Completa
847,1433,6/5/2024,222,16,1,1,Pendiente
848,1517,6/5/2024,106,31,5,5,Completa
849,2379,6/5/2024,321,13,5,1,Completa
850,2602,6/5/2024,157,37,1,5,Completa
851,2950,6/5/2024,307,26,4,1,Completa
852,140,07/05/2024,220,29,3,5,Completa
853,686,07/05/2024,171,16,1,3,Completa
854,1250,7/5/2024,234,8,1,2,Completa
855,1734,7/5/2024,311,8,3,5,Completa
856,1739,7/5/2024,222,2,4,4,Completa
857,1802,7/5/2024,81,30,6,2,Completa
858,2110,7/5/2024,27,29,5,2,Pendiente
859,2136,7/5/2024,150,12,6,2,Completa
860,2568,7/5/2024,92,33,4,4,Completa
861,686,07/05/2024,171,16,1,3,Completa
862,897,08/05/2024,234,23,5,4,Completa
863,1051,8/5/2024,308,7,2,5,Pendiente
864,1235,8/5/2024,250,16,6,3,Cancelada
865,1270,8/5/2024,173,29,6,4,Completa
866,1648,8/5/2024,50,31,1,5,Completa
867,1659,8/5/2024,283,21,4,5,Pendiente
868,2487,8/5/2024,250,35,5,3,Pendiente
869,1019,9/5/2024,225,26,4,4,Completa
870,1921,9/5/2024,192,24,6,4,Completa
871,2193,9/5/2024,244,30,5,1,Completa
872,2452,9/5/2024,215,32,5,1,Completa
873,2485,9/5/2024,66,6,5,5,Completa
874,90,10/05/2024,161,16,3,5,Completa
875,182,10/05/2024,301,13,2,3,Completa
876,303,10/05/2024,216,3,1,4,Pendiente
877,422,10/05/2024,81,11,2,4,Completa
878,524,10/05/2024,54,7,4,4,Pendiente
879,778,10/05/2024,46,6,1,4,Completa
880,1031,10/5/2024,103,10,4,5,Completa
881,1268,10/5/2024,14,8,4,1,Pendiente
882,1385,10/5/2024,151,13,4,5,Completa
883,1387,10/5/2024,156,27,6,5,Completa
884,1447,10/5/2024,75,37,2,5,Completa
885,1467,10/5/2024,59,4,1,1,Completa
886,1824,10/5/2024,73,26,3,1,Completa
887,2005,10/5/2024,45,28,3,4,Pendiente
888,2311,10/5/2024,45,18,2,4,Completa
889,2794,10/5/2024,114,38,2,5,Pendiente
890,63,11/05/2024,180,33,1,3,Completa
891,214,11/05/2024,9,8,2,5,Completa
892,857,11/05/2024,325,24,1,1,Completa
893,1050,11/5/2024,115,27,3,4,Completa
894,1140,11/5/2024,184,23,1,5,Pendiente
895,1351,11/5/2024,222,4,5,5,Completa
896,1747,11/5/2024,138,15,4,2,Completa
897,1847,11/5/2024,56,18,5,4,Pendiente
898,1876,11/5/2024,265,3,6,5,Completa
899,2332,11/5/2024,301,3,2,5,Completa
900,2520,11/5/2024,103,10,5,5,Completa
901,2567,11/5/2024,56,27,3,5,Completa
902,2892,11/5/2024,185,27,3,5,Completa
903,49,12/05/2024,237,26,3,5,Pendiente
904,350,12/05/2024,98,34,3,1,Completa
905,715,12/05/2024,281,11,1,4,Completa
906,1151,12/5/2024,59,5,3,5,Completa
907,1923,12/5/2024,112,18,5,5,Completa
908,2114,12/5/2024,119,17,4,5,Pendiente
909,2289,12/5/2024,288,32,6,1,Pendiente
910,2344,12/5/2024,76,12,6,1,Completa
911,449,13/05/2024,21,34,4,5,Completa
912,684,13/05/2024,180,26,3,3,Completa
913,902,13/05/2024,316,37,6,4,Completa
914,1067,13/5/2024,271,27,3,5,Completa
915,1097,13/5/2024,102,31,3,5,Completa
916,1731,13/5/2024,231,30,3,5,Pendiente
917,2020,13/5/2024,265,6,1,1,Completa
918,2493,13/5/2024,36,3,2,5,Completa
919,2728,13/5/2024,49,6,6,4,Completa
920,684,13/05/2024,180,26,3,3,Completa
921,37,14/05/2024,12,36,5,4,Completa
922,337,14/05/2024,247,28,1,1,Completa
923,744,14/05/2024,326,9,1,5,Pendiente
924,796,14/05/2024,281,37,4,1,Completa
925,1155,14/5/2024,113,37,6,1,Completa
926,1685,14/5/2024,96,31,2,4,Completa
927,1699,14/5/2024,24,32,3,5,Completa
928,1933,14/5/2024,314,12,5,3,Completa
929,2564,14/5/2024,117,8,2,4,Completa
930,2583,14/5/2024,220,26,4,4,Completa
931,2590,14/5/2024,283,21,4,3,Completa
932,505,15/05/2024,316,38,5,4,Completa
933,1100,15/5/2024,18,29,2,2,Completa
934,1691,15/5/2024,283,9,1,4,Completa
935,1860,15/5/2024,54,28,5,3,Completa
936,1875,15/5/2024,6,5,2,3,Completa
937,1932,15/5/2024,146,37,1,5,Completa
938,2241,15/5/2024,25,9,3,4,Completa
939,655,16/05/2024,24,20,3,5,Completa
940,728,16/05/2024,193,23,1,3,Completa
941,1358,16/5/2024,115,19,2,5,Completa
942,1368,16/5/2024,57,11,6,1,Completa
943,1665,16/5/2024,191,26,3,1,Completa
944,1870,16/5/2024,307,29,3,1,Completa
945,2221,16/5/2024,63,20,6,1,Completa
946,2339,16/5/2024,6,21,6,5,Completa
947,2921,16/5/2024,262,2,1,1,Pendiente
948,1269,17/5/2024,106,7,4,5,Completa
949,1294,17/5/2024,325,28,1,4,Completa
950,1415,17/5/2024,119,8,5,4,Completa
951,1569,17/5/2024,194,33,5,3,Completa
952,1804,17/5/2024,184,4,2,1,Completa
953,2451,17/5/2024,311,12,1,3,Completa
954,2674,17/5/2024,165,20,2,3,Completa
955,2882,17/5/2024,23,25,2,5,Completa
956,808,18/05/2024,273,28,6,1,Pendiente
957,989,18/05/2024,115,6,4,3,Pendiente
958,1431,18/5/2024,43,29,3,5,Completa
959,1703,18/5/2024,150,37,3,4,Completa
960,1905,18/5/2024,275,16,1,1,Completa
961,58,19/05/2024,157,5,6,1,Pendiente
962,263,19/05/2024,130,2,1,3,Completa
963,542,19/05/2024,64,15,1,3,Completa
964,1239,19/5/2024,254,34,1,1,Completa
965,1328,19/5/2024,91,29,2,4,Completa
966,1838,19/5/2024,299,26,5,4,Completa
967,1974,19/5/2024,99,17,1,4,Completa
968,2232,19/5/2024,64,20,1,1,Completa
969,180,20/05/2024,58,25,3,3,Pendiente
970,227,20/05/2024,271,7,6,2,Completa
971,461,20/05/2024,185,16,1,5,Completa
972,824,20/05/2024,292,38,1,1,Pendiente
973,1587,20/5/2024,153,31,1,4,Completa
974,1727,20/5/2024,128,14,6,3,Completa
975,1823,20/5/2024,189,4,1,4,Completa
976,1831,20/5/2024,306,10,4,2,Completa
977,1919,20/5/2024,67,36,3,4,Pendiente
978,2196,20/5/2024,175,23,2,4,Completa
979,2928,20/5/2024,159,15,1,1,Completa
980,380,21/05/2024,24,5,5,4,Pendiente
981,652,21/05/2024,316,23,1,4,Completa
982,723,21/05/2024,101,10,3,3,Pendiente
983,1248,21/5/2024,86,2,3,1,Pendiente
984,1398,21/5/2024,202,24,3,4,Completa
985,1448,21/5/2024,289,26,5,5,Completa
986,1888,21/5/2024,281,32,5,3,Completa
987,2712,21/5/2024,303,30,5,1,Completa
988,141,22/05/2024,115,5,3,5,Pendiente
989,329,22/05/2024,234,13,2,5,Completa
990,706,22/05/2024,287,1,1,4,Completa
991,1081,22/5/2024,249,21,3,4,Completa
992,1794,22/5/2024,144,5,6,5,Pendiente
993,2018,22/5/2024,69,27,6,1,Completa
994,51,23/05/2024,189,18,2,4,Completa
995,133,23/05/2024,220,22,4,4,Completa
996,286,23/05/2024,317,12,4,4,Completa
997,393,23/05/2024,195,30,4,4,Completa
998,951,23/05/2024,152,14,1,5,Completa
999,1291,23/5/2024,32,29,1,3,Completa
1000,1602,23/5/2024,123,31,2,1,Completa
1001,1690,23/5/2024,94,24,3,5,Completa
1002,1906,23/5/2024,158,21,3,5,Completa
1003,1917,23/5/2024,168,29,4,1,Completa
1004,2443,23/5/2024,74,13,6,4,Completa
1005,2841,23/5/2024,303,15,6,5,Completa
1006,128,24/05/2024,214,2,4,5,Completa
1007,281,24/05/2024,2,5,5,4,Pendiente
1008,397,24/05/2024,231,8,6,5,Completa
1009,612,24/05/2024,307,28,4,5,Completa
1010,935,24/05/2024,93,9,4,1,Completa
1011,1350,24/5/2024,248,26,5,3,Completa
1012,1437,24/5/2024,197,19,3,4,Completa
1013,1513,24/5/2024,119,36,3,4,Pendiente
1014,2384,24/5/2024,238,16,5,1,Completa
1015,2448,24/5/2024,242,37,5,1,Pendiente
1016,30,25/05/2024,46,30,1,5,Completa
1017,573,25/05/2024,264,10,6,5,Pendiente
1018,956,25/05/2024,139,14,2,5,Pendiente
1019,1141,25/5/2024,56,22,5,4,Pendiente
1020,1615,25/5/2024,264,25,4,1,Completa
1021,2717,25/5/2024,16,7,6,4,Completa
1022,2803,25/5/2024,283,11,6,5,Pendiente
1023,2918,25/5/2024,311,34,6,3,Completa
1024,190,26/05/2024,21,23,1,5,Completa
1025,932,26/05/2024,213,4,6,1,Completa
1026,1030,26/5/2024,44,32,4,4,Completa
1027,1232,26/5/2024,241,5,3,3,Cancelada
1028,1349,26/5/2024,264,22,1,5,Completa
1029,1581,26/5/2024,210,5,6,4,Pendiente
1030,2086,26/5/2024,68,5,3,4,Completa
1031,2441,26/5/2024,205,23,5,4,Pendiente
1032,2991,26/5/2024,266,38,2,3,Completa
1033,70,27/05/2024,138,33,4,3,Pendiente
1034,485,27/05/2024,136,20,1,4,Completa
1035,881,27/05/2024,39,16,1,4,Completa
1036,1441,27/5/2024,145,19,2,1,Completa
1037,1481,27/5/2024,148,35,3,3,Pendiente
1038,1661,27/5/2024,146,8,3,1,Completa
1039,1752,27/5/2024,220,31,2,1,Completa
1040,2093,27/5/2024,90,2,1,4,Completa
1041,2123,27/5/2024,235,17,3,5,Completa
1042,2599,27/5/2024,176,30,2,4,Completa
1043,2940,27/5/2024,56,9,3,5,Pendiente
1044,895,28/05/2024,194,12,4,4,Completa
1045,1066,28/5/2024,182,29,5,1,Completa
1046,1421,28/5/2024,89,17,3,3,Pendiente
1047,1576,28/5/2024,127,25,5,1,Completa
1048,1709,28/5/2024,319,3,2,4,Pendiente
1049,2098,28/5/2024,108,35,4,4,Completa
1050,2880,28/5/2024,248,38,1,3,Completa
1051,554,29/05/2024,132,30,5,4,Completa
1052,642,29/05/2024,240,26,5,2,Completa
1053,717,29/05/2024,304,38,5,4,Completa
1054,1837,29/5/2024,26,17,3,1,Completa
1055,1844,29/5/2024,127,28,2,5,Completa
1056,2475,29/5/2024,7,26,6,1,Completa
1057,2761,29/5/2024,87,26,2,3,Completa
1058,2831,29/5/2024,180,15,5,4,Pendiente
1059,6,30/05/2024,70,27,5,4,Pendiente
1060,185,30/05/2024,97,28,5,4,Completa
1061,197,30/05/2024,211,26,1,4,Completa
1062,818,30/05/2024,159,10,2,1,Completa
1063,1598,30/5/2024,243,32,6,4,Completa
1064,1822,30/5/2024,311,27,4,4,Completa
1065,1962,30/5/2024,82,5,2,4,Completa
1066,2024,30/5/2024,282,8,4,5,Completa
1067,2418,30/5/2024,308,27,4,3,Completa
1068,187,31/05/2024,118,8,5,2,Completa
1069,650,31/05/2024,242,9,3,1,Pendiente
1070,867,31/05/2024,77,12,2,1,Completa
1071,1205,31/5/2024,285,27,3,4,Completa
1072,1401,31/5/2024,313,32,4,4,Pendiente
1073,1427,31/5/2024,234,24,5,5,Completa
1074,1755,31/5/2024,198,16,4,3,Completa
1075,1985,31/5/2024,84,34,5,1,Completa
1076,2315,31/5/2024,312,3,3,5,Completa
1077,2821,31/5/2024,66,22,1,3,Completa
1078,2,01/06/2024,37,15,3,1,Completa
1079,163,01/06/2024,165,11,6,2,Pendiente
1080,383,01/06/2024,75,25,3,2,Completa
1081,636,01/06/2024,185,31,6,1,Pendiente
1082,699,01/06/2024,252,15,6,4,Completa
1083,711,01/06/2024,149,35,4,1,Completa
1084,944,01/06/2024,51,27,1,5,Completa
1085,1054,1/6/2024,300,31,5,4,Completa
1086,1502,1/6/2024,165,29,1,5,Completa
1087,1562,1/6/2024,213,31,5,5,Pendiente
1088,1751,1/6/2024,211,36,6,3,Completa
1089,2249,1/6/2024,124,29,2,4,Completa
1090,2579,1/6/2024,66,27,5,5,Pendiente
1091,2909,1/6/2024,277,24,3,3,Completa
1092,2979,1/6/2024,5,9,4,2,Pendiente
1093,45,02/06/2024,11,30,3,5,Completa
1094,177,02/06/2024,316,21,5,4,Completa
1095,425,02/06/2024,138,5,5,4,Completa
1096,516,02/06/2024,83,17,2,1,Pendiente
1097,765,02/06/2024,229,25,4,4,Completa
1098,922,02/06/2024,210,24,5,5,Completa
1099,991,02/06/2024,104,4,2,2,Completa
1100,1187,2/6/2024,154,5,5,3,Completa
1101,1244,2/6/2024,200,6,3,2,Completa
1102,1518,2/6/2024,33,38,6,1,Completa
1103,1590,2/6/2024,265,8,3,5,Pendiente
1104,2181,2/6/2024,136,1,6,2,Completa
1105,2308,2/6/2024,31,23,2,1,Completa
1106,2498,2/6/2024,144,28,3,1,Completa
1107,2505,2/6/2024,235,30,4,4,Pendiente
1108,2566,2/6/2024,158,8,3,5,Completa
1109,2824,2/6/2024,144,17,4,1,Completa
1110,284,03/06/2024,176,36,5,4,Completa
1111,1681,3/6/2024,167,2,3,3,Completa
1112,1935,3/6/2024,311,8,5,5,Completa
1113,2057,3/6/2024,81,9,5,1,Completa
1114,2300,3/6/2024,49,27,6,4,Completa
1115,2304,3/6/2024,276,14,6,1,Completa
1116,2433,3/6/2024,126,29,2,1,Completa
1117,2476,3/6/2024,69,21,5,1,Completa
1118,2614,3/6/2024,279,34,4,5,Pendiente
1119,2790,3/6/2024,97,34,1,5,Completa
1120,2908,3/6/2024,48,21,2,4,Completa
1121,466,04/06/2024,7,9,4,1,Completa
1122,580,04/06/2024,195,32,1,5,Completa
1123,833,04/06/2024,303,28,1,3,Completa
1124,996,04/06/2024,242,13,5,3,Completa
1125,1112,4/6/2024,171,37,3,5,Completa
1126,2266,4/6/2024,108,5,3,4,Completa
1127,2509,4/6/2024,114,9,1,4,Completa
1128,2601,4/6/2024,218,32,3,5,Completa
1129,2860,4/6/2024,156,14,6,5,Completa
1130,2959,4/6/2024,197,19,2,4,Completa
1131,512,05/06/2024,106,21,6,5,Completa
1132,626,05/06/2024,324,21,1,1,Completa
1133,710,05/06/2024,292,27,6,5,Completa
1134,985,05/06/2024,29,12,3,3,Completa
1135,1225,5/6/2024,134,29,5,4,Completa
1136,1243,5/6/2024,307,35,3,5,Completa
1137,1281,5/6/2024,223,9,2,5,Completa
1138,1563,5/6/2024,313,34,1,5,Completa
1139,1857,5/6/2024,298,4,2,3,Completa
1140,2151,5/6/2024,127,18,2,2,Completa
1141,2153,5/6/2024,282,25,6,4,Completa
1142,2705,5/6/2024,305,23,5,4,Completa
1143,260,06/06/2024,17,14,1,3,Completa
1144,300,06/06/2024,258,2,3,3,Completa
1145,623,06/06/2024,86,14,1,3,Completa
1146,739,06/06/2024,109,35,6,3,Completa
1147,1386,6/6/2024,125,15,2,1,Completa
1148,1434,6/6/2024,5,5,2,3,Completa
1149,1966,6/6/2024,11,24,1,4,Completa
1150,2002,6/6/2024,130,11,5,4,Completa
1151,2060,6/6/2024,194,7,6,4,Pendiente
1152,2218,6/6/2024,209,24,3,3,Completa
1153,2244,6/6/2024,108,30,1,4,Pendiente
